,index,year,month,day,publishedAt,headline,summary,source,API
182,136,2025,1,6,2025-01-06 17:31:31,"15 Minutes Into 2025, Elon Musk Was Done With Social Security Tax. Meanwhile, 94% Of Americans Take The Entire Year","The tax system often feels unequal and Social Security is an obvious example. According to economics professor Teresa Ghilarducci, by the time most people celebrated the New Year, Elon Musk had already paid his Social Security taxes for all of 2025. Just 15 minutes into the year, his obligation was complete and he paid all his Social Security tax on his earnings from Tesla. If all of Musk's income were taxed, he could have paid his Social Security tax for the whole year in just about one minute.",Yahoo,finnhub_news
183,137,2025,1,6,2025-01-06 17:31:00,"Tesla Inc. stock rises Monday, still underperforms market","Tesla Inc. stock rises Monday, still underperforms market",MarketWatch,finnhub_news
184,138,2025,1,6,2025-01-06 16:41:05,"Salesforce, Workday, Tesla, American Airlines: Top analyst calls","Seana Smith and Brad Smith examine the top analyst calls of the day, focusing on Salesforce (CRM), Workday (WDAY), Tesla (TSLA), and American Airlines (AAL). Guggenheim analysts downgrade Salesforce to Sell, citing challenges monetizing artificial intelligence and lack of innovation. They also upgrade Workday to Neutral, saying the company may be done with revenue reductions. JPMorgan reiterates its Underweight rating for Tesla based on the company's fourth quarter delivery miss and the potential removal of subsidies. On the other end of the spectrum, American Air gets three separate upgrades to Buy based partially on above-industry unit revenue growth. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here. This post was written by Naomi Buchanan.",Yahoo,finnhub_news
185,139,2025,1,6,2025-01-06 16:40:07,Tesla: Stock Surges Like Bitcoin Amid Deteriorating Fundamentals,"Financial writer analyzes Tesla, Inc.'s performance, citing issues with declining deliveries, inflated valuation, and lack of growth. Click for this TSLA update.",SeekingAlpha,finnhub_news
186,140,2025,1,6,2025-01-06 15:32:05,"Tesla upgraded, ServiceTitan initiated: Wall Street's top analyst calls","Tesla upgraded, ServiceTitan initiated: Wall Street's top analyst calls",Yahoo,finnhub_news
187,141,2025,1,6,2025-01-06 15:20:00,"Uber, Lyft Stocks Are Buys for ‘25, Analysts Say. Don’t Worry About Tesla and Alphabet.","Uber, Lyft Stocks Are Buys for ‘25, Analysts Say. Don’t Worry About Tesla and Alphabet.",MarketWatch,finnhub_news
188,142,2025,1,6,2025-01-06 15:11:25,"How To Read This Market As Nvidia, Meta Rise, But Tesla Skids","How To Read This Market As Nvidia, Meta Rise, But Tesla Skids",DowJones,finnhub_news
189,143,2025,1,6,2025-01-06 14:47:01,Tesla Stock Today: This Bull Put Spread Offers A $125 Booty Right Now,Tesla Stock Today: This Bull Put Spread Offers A $125 Booty Right Now,DowJones,finnhub_news
190,144,2025,1,6,2025-01-06 14:00:00,"Can ""Magnificent Seven"" ETFs Retain Their Glory in 2025?","The ""Magnificent 7"" stocks are likely to see slower earnings growth and price appreciation in 2025, but their dominance will be undeniable.",Yahoo,finnhub_news
191,145,2025,1,6,2025-01-06 13:53:18,Tesla registers annual vehicle delivery drop in 2024,"In 2024, the firm reported production of 1,773,443 vehicles and deliveries of 1,789,226 units.",Yahoo,finnhub_news
192,146,2025,1,6,2025-01-06 13:19:57,Tesla's Deliveries Disappoint: Time To Take Profits (Rating Downgrade),"Tesla, Inc.'s stock is extremely overvalued despite disappointing vehicle deliveries, making it a risky investment at current all-time highs. Explore more details here.",SeekingAlpha,finnhub_news
193,147,2025,1,6,2025-01-06 13:02:17,Big Tech ETF rallies as Nvidia posts big gain,Big Tech ETF rallies as Nvidia posts big gain,MarketWatch,finnhub_news
194,148,2025,1,6,2025-01-06 13:01:18,Tesla faces increasing challenges: is the EV giant losing its edge?,"Copyright © BusinessAMBE 2023Key takeawaysCompetition from Chinese manufacturers and traditional automakers has increased.Tesla urgently needs to address declining deliveries, plummeting share...",Finnhub,finnhub_news
195,149,2025,1,6,2025-01-06 11:40:00,Super Micro Stock Jumps Again. It’s Starting the Year With Some Wild Swings.,Super Micro Stock Jumps Again. It’s Starting the Year With Some Wild Swings.,MarketWatch,finnhub_news
196,150,2025,1,6,2025-01-06 11:04:34,"Tesla: stock rises, New Street sees catalysts","Tesla posted a second consecutive session of strong gains on Monday morning on the New York Stock Exchange, buoyed by a recommendation upgrade from New Street Research.In a note, the independent...",Finnhub,finnhub_news
197,151,2025,1,6,2025-01-06 10:55:15,The AI Bull Market Will Continue In 2025,"AI and chip innovation create a virtuous cycle. Read why Big Tech, including Nvidia and AMD, are poised to lead in AI infrastructure investments.",SeekingAlpha,finnhub_news
198,152,2025,1,6,2025-01-06 10:51:25,Dow Jones Rises; Nvidia Hits Buy Point Ahead Of CEO Jensen Huang Speech,Dow Jones Rises; Nvidia Hits Buy Point Ahead Of CEO Jensen Huang Speech,DowJones,finnhub_news
199,153,2025,1,6,2025-01-06 10:38:00,Tesla Stock Rises. Selling Cars Is Now Less Important Than This.,"Investors wiped out all of Thursday’s losses with a big Friday gain, showing that current sales numbers aren’t what’s driving the stock.",Yahoo,finnhub_news
200,154,2025,1,6,2025-01-06 10:08:14,Tesla: My Top Long Idea For 2025,"Tesla's valuation is justified by its advanced tech and diversified ecosystem, making it a top pick for 2025 with growth potential. Read my update on TSLA.",SeekingAlpha,finnhub_news
201,155,2025,1,6,2025-01-06 09:40:00,FTSE 100 LIVE: London markets lower as UK business confidence dips to two-year low,"Tax rises and falling sales are worrying UK businesses, according to new data.",Yahoo,finnhub_news
202,156,2025,1,6,2025-01-06 09:30:00,Car Giant Run-Down: A Mixed Bag,"Tesla struggles with market share, GM and Ford show growth, Rivian faces financial challenges. Read more to see my thoughts.",SeekingAlpha,finnhub_news
203,157,2025,1,6,2025-01-06 09:18:32,Dow Jones Futures Rise On Trump Tariff Plans; Nvidia Breaks Out With CEO Jensen Huang Due,Dow Jones Futures Rise On Trump Tariff Plans; Nvidia Breaks Out With CEO Jensen Huang Due,DowJones,finnhub_news
204,158,2025,1,6,2025-01-06 06:16:00,How Uber and Lyft Are Gearing Up for the Robotaxi Revolution,"After ending their own driverless plans, the ride-sharing companies are embracing autonomous-vehicle operators and offering new app features.",Yahoo,finnhub_news
205,159,2025,1,6,2025-01-06 03:18:19,"Seasonal Patterns Didn't Work In 2024, How Does That Affect 2025?","Seasonal patterns in 2024 didn't conform as expected, but I will continue to use them as signposts for trading and hedging in 2025. Read more here.",SeekingAlpha,finnhub_news
206,23,2025,1,6,2025-01-06 00:00:00,No hace falta esperar al Tesla Bot: este aspirador de Roborock incluye un brazo robótico para limpiar y manipular objetos,"Estamos en enero de 2025, y eso significa que es hora de vivir en primera persona el CES 2025, la feria tecnológica que suele ser el epicentro de muchas innovaciones curiosas. No todo es ordenadores, televisores y coches. El hogar inteligente también es prota…",Xataka.com,api_news_org
207,40,2025,1,6,2025-01-06 00:00:00,Les futures Tesla équipées des mêmes batteries que chez… BMW ?,"Le chinois EVE Energy, déjà associé de BMW, aurait récemment signé un accord avec un ""client américain"".",Presse-citron,api_news_org
208,18,2025,1,6,2025-01-06 00:00:00,"Ford, Tesla, GEM among nearly 400,000 vehicles recalled: Check car recalls here",,Yahoo Entertainment,api_news_org
209,160,2025,1,5,2025-01-05 18:35:15,"Elon Musk Nearly Sold Struggling Tesla To Google For $6 Billion – But When He 'No Longer Needed A Savior,' The Deal Was Called Off","According to a November Quartz article, Tesla is now worth more than GM, Ford, Toyota and almost every other car company combined. Hard to believe, right? Especially when you consider that back in 2013, Tesla was so broke that Elon Musk came close to selling it to Google. The deal? A tidy $6 billion up-front plus $5 billion for factory expansions. But in true Musk fashion, he pulled the plug at the last second – not out of arrogance but because Tesla's fortunes reversed practically overnight. Do",Yahoo,finnhub_news
210,161,2025,1,5,2025-01-05 15:43:00,We Tested Tesla’s Newest Self-Driving Software. This Is the Surprise.,How much progress the company makes toward making its cars truly self-driving will be critical to how the stock performs this year.,Yahoo,finnhub_news
211,162,2025,1,5,2025-01-05 15:17:31,"Is Tesla, Inc. (NASDAQ:TSLA) the Hottest Large-Cap Stock Right Now?","We recently compiled a list of the 10 Hottest Large-Cap Stocks Right Now. In this article, we are going to take a look at where Tesla, Inc. (NASDAQ:TSLA) stands against the other large-cap stocks. This article will analyze several prominent large-cap stocks that are currently exerting significant influence on market dynamics. These stocks are currently considered […]",Yahoo,finnhub_news
212,163,2025,1,5,2025-01-05 13:44:49,SoFi Technologies: Wall Street Vs Retail Investors,"Financial writer delves into the contrasting views on SoFi, a battleground stock disliked by analysts but beloved by retail investors.",SeekingAlpha,finnhub_news
213,164,2025,1,5,2025-01-05 12:00:00,Why A Major Market Reversal Is Likely Coming In 2025,Discover why a major market reversal may be on the horizon in 2025 and how one financial writer is adjusting their investments accordingly.,SeekingAlpha,finnhub_news
214,165,2025,1,5,2025-01-05 11:47:00,Prediction: This Artificial Intelligence (AI) Stock Will Drop Out of the $1 Trillion Club in 2025,"Tesla (NASDAQ: TSLA) stock rose by 70% during 2024, catapulting the company to a market capitalization of more than $1 trillion.  Tesla CEO Elon Musk put his cash and influence behind the Trump campaign, and investors are speculating the company will benefit from lighter regulations under the incoming administration, which might help fast-track its artificial intelligence-powered full self-driving (FSD) technology.  FSD has the potential to transform Tesla's economics, but the company faces a serious challenge in the shorter term.",Yahoo,finnhub_news
215,166,2025,1,5,2025-01-05 11:30:00,How Donald Trump’s Tech Picks Orbit Elon Musk,The people set to shape tech policy in Trump’s administration have embraced Musk and joined in bashing big social-media firms.,Yahoo,finnhub_news
216,167,2025,1,5,2025-01-05 11:30:00,Forklifts Hurt Thousands of Workers Each Year. Factories Are Seeking Alternatives.,"The vehicles have been integral to factories and warehouses for more than a century, but now companies are aspiring to go “forklift-free” to improve productivity and safety.  Retail orders for forklifts dropped 28% in 2023, the biggest annual decline in 14 years.  Plastic-pipe manufacturer Ipex designed its new factory in North Carolina to minimize the use of forklifts, relying instead on overhead cranes and hand-pushed electric pallet jacks.",Yahoo,finnhub_news
217,168,2025,1,5,2025-01-05 09:50:00,"2 AI Robotics Stocks to Buy Before They Soar 185% and 315%, According to Wall Street Experts","Jensen Huang is the CEO of Nvidia (NASDAQ: NVDA), a company whose chips power the vast majority of artificial intelligence (AI) systems.  Elon Musk, CEO of Tesla (NASDAQ: TSLA), made a related prediction last year: ""I think by 2040, probably there are more humanoid robots than there are people.""  With that in mind, Citigroup analysts estimate humanoid robot sales will hit $14 billion by 2030, $1.1 trillion by 2040, and $7 trillion by 2050.",Yahoo,finnhub_news
218,169,2025,1,5,2025-01-05 07:19:56,Rivian: My Best Investment Idea For 2025,The $6.6 billion DOE loan and new plant plans could boost Rivian's production capacity by 400K vehicles annually by 2028. Read why RIVN stock is a Buy.,SeekingAlpha,finnhub_news
219,170,2025,1,5,2025-01-05 05:33:59,7 Investments To Avoid In 2024: The Reckoning,"At the beginning of this year, I wrote an article about which stocks to avoid in 2024. Check out how well I did with my predictions versus S&P 500.",SeekingAlpha,finnhub_news
220,70,2025,1,5,2025-01-05 00:00:00,La fin d’une ère dorée pour Tesla,"2024, l'année de la première baisse des ventes, avec une concurrence toujours plus acharnée et un CEO plus clivant que jamais. Est-ce que 2025 marquera un tournant pour Tesla ? Je me permets d’en douter. Voici pourquoi.",Frandroid,api_news_org
221,38,2025,1,5,2025-01-05 00:00:00,Tesla : coup de frein après des années à fond les manettes,"Pour la première fois depuis plus d’une décennie, le constructeur de voitures électriques doit composer avec une baisse de ses ventes.",Journal du geek,api_news_org
222,62,2025,1,5,2025-01-05 00:00:00,El gran desacoplamiento: el vehículo eléctrico y las ventas de Tesla,"Las noticias sobre la caída en ventas de Tesla, la primera vez que la marca reporta un descenso de las ventas anuales frente al año anterior, han querido ser interpretadas por muchos como un supuesto punto de inflexión en el crecimiento del vehículo eléctrico…",Enriquedans.com,api_news_org
223,171,2025,1,4,2025-01-04 23:47:21,Three Reasons Why I’m Bullish on UBER Stock in 2025,"Uber (UBER) shares have had a rough ride in 2024, lagging behind the broader market with only a 12% gain over the last 12 months. However, my bullish outlook remains intact, considering that recent underperformance doesn’t reflect any weakness in the company’s business fundamentals. The company has been posting solid revenue and profit growth while generating impressive cash flow. The main factor weighing on investor sentiment seems to be the fear that robotaxis could disrupt the ride-sharing in",Yahoo,finnhub_news
224,172,2025,1,4,2025-01-04 22:52:35,Why Tesla Stock Jumped in December While EV Charging Stocks Tanked,"Tesla (NASDAQ: TSLA) CEO Elon Musk bet on Donald Trump winning the November election, and investors jumped on the Tesla bandwagon after discovering he bet right.  The election results helped drive Tesla shares sharply higher to end the year.  ChargePoint Holdings (NYSE: CHPT) and EVgo (NASDAQ: EVGO) shares slid 12.3% and 37.8%, respectively.",Yahoo,finnhub_news
225,173,2025,1,4,2025-01-04 22:38:48,"Tesla: High Hopes, Low Deliveries","Teslaâs 2024 has been underwhelming, with sales growth stalling at less than 1% and operating income declining by 9%. Read why TSLA stock is a Sell.",SeekingAlpha,finnhub_news
226,174,2025,1,4,2025-01-04 19:35:58,Tesla Vs. BYD: Tesla Deliveries Fall In 2024; Rival Seizes BEV Crown,"Tesla deliveries fell for 2024, missing Q4 views. BYD's sales continue to surge, seizing the BEV crown. But TSLA stock remains strong.",Yahoo,finnhub_news
227,175,2025,1,4,2025-01-04 16:22:00,1 Wall Street Analyst Just Raised Tesla Stock's Price Target by Over $100. Is It a Buy?,"Tesla (NASDAQ: TSLA) stock had a banner year in 2024.  Many investors surmised that CEO Elon Musk's position as a Donald Trump advisor will benefit both the company and its shareholders.  Tesla disappointed investors with its fourth-quarter delivery report this week, though, as it delivered fewer EVs than expected and didn't quite match 2023's total.",Yahoo,finnhub_news
228,176,2025,1,4,2025-01-04 15:00:00,"Spirit Airlines' worth, Tesla's miss, and drug hikes: Business news roundup","Spirit Airlines, which filed for bankruptcy in November, has given investors a peek into its ongoing reorganization. As part of that process, it filed a financial update with the Securities and Exchange Commission that shows its equity is worth less than the compensation paid to its executives in 2023.",Yahoo,finnhub_news
229,177,2025,1,4,2025-01-04 13:55:22,Tesla price target raised to $275 from $195 at Evercore ISI,"Evercore ISI analyst Chris McNally raised the firm’s price target on Tesla (TSLA) to $275 from $195 and keeps an In Line rating on the shares. Consistent with the firm’s valuation approach of a “Tale of 2 TSLAs,” where it assigns one multiple to “core” industrial revenue for things “they make/sell now” and then backs into a market implied “call option” bucket, the firm increased the size of the “call option implied basket” to about $900B from $600B and the implied market probability of success t",Yahoo,finnhub_news
230,178,2025,1,4,2025-01-04 13:30:21,Tesla price target lowered to $351 from $360 at Truist,"Truist analyst William Stein lowered the firm’s price target on Tesla (TSLA) to $351 from $360 and keeps a Hold rating on the shares. The firm cites the company’s Q4 delivery and production figures coming in below consensus estimates and its own projections while also reflecting inventory burn with a lower production figure, the analyst tells investors in a research note. Truist’s pricing data also suggests that average sales prices for Tesla were down 0.5% sequentially, and the firm believes th",Yahoo,finnhub_news
231,179,2025,1,4,2025-01-04 12:00:21,Investors Will Want Tesla's (NASDAQ:TSLA) Growth In ROCE To Persist,"If you're not sure where to start when looking for the next multi-bagger, there are a few key trends you should keep an...",Yahoo,finnhub_news
232,180,2025,1,4,2025-01-04 10:06:00,Tesla Has a Problem That Trump Can't Fix. Is It a Red Flag for Investors?,"In fact, he could make it worse.",Yahoo,finnhub_news
233,181,2025,1,4,2025-01-04 08:38:14,BYD: Impressive Performance And Good Prospects (Rating Upgrade),BYD Company defied EV sector weakness in 2024 with strong fundamentals & market multiples indicating it's not overvalued.,SeekingAlpha,finnhub_news
234,182,2025,1,4,2025-01-04 07:49:24,Tesla Stock Jumps 8% as Free Supercharging for Life Makes a Comeback,Tesla Revives Free Supercharging to Boost Slumping Model S Sales,Yahoo,finnhub_news
235,183,2025,1,4,2025-01-04 03:00:00,"In Two Attacks, a Pair of Unraveling Lives and Remaining Mysteries",New Orleans and Las Vegas grapple with the aftermath of deadly incidents; suicide note is recovered from exploded Tesla.,Yahoo,finnhub_news
236,184,2025,1,4,2025-01-04 01:05:12,Why Dogecoin Is Soaring Today,"Dogecoin (CRYPTO: DOGE) has posted big gains over the last day of trading.  The crypto market has seen bullish momentum over the last day of trading, but there's also a major coin-specific catalyst for Dogecoin's gains.  Investors are betting that X's new payments system will be launching soon and that Dogecoin could be incorporated into the platform.",Yahoo,finnhub_news
237,185,2025,1,4,2025-01-04 01:00:00,"Green Beret in Tesla Explosion Suffered From PTSD, Authorities Say",Investigators recovered writings on Matthew Alan Livelsberger’s phone that aired concerns about the direction of the U.S.,Yahoo,finnhub_news
238,186,2025,1,4,2025-01-04 00:57:00,Cybertruck Explosion: Green Beret Called Blast a ‘Wake Up Call’,"Las Vegas police used DNA to confirm that the body found in the Tesla Cybertruck after its explosion was Matthew Livelsberger, an active U.S. servicemember.",Yahoo,finnhub_news
239,187,2025,1,4,2025-01-04 00:57:00,Musk’s Mystery Gift: $112 Million in Tesla Stock to Unnamed Charities,"The transaction was part of Musk’s year-end tax planning. The recipients “have no current intention to sell” the shares, the Securities and Exchange Commission filing said.",Yahoo,finnhub_news
240,1,2025,1,4,2025-01-04 00:00:00,"Tesla May Be in a Sales Slump, but EVs Are Doing OK Overall",Purchase data shows that electric vehicle sales are growing globally. But the question remains: How fast?,Wired,api_news_org
241,20,2025,1,4,2025-01-04 00:00:00,PR experts say Elon Musk’s handling of the Tesla Cybertruck explosion in Las Vegas was a masterclass,Las Vegas Sheriff Kevin McMahill thanked Musk Wednesday for providing the authorities with information to aid the investigation.,Yahoo Entertainment,api_news_org
242,31,2025,1,4,2025-01-04 00:00:00,'I feel like Batman': What Tesla driver texted his ex-girlfriend before explosion outside Trump Hotel,,Yahoo Entertainment,api_news_org
243,189,2025,1,3,2025-01-03 22:53:05,S&P 500 Gains and Losses Today: Index Jumps as Supermicro and Tesla Bounce Back,"The S&P 500 added 1.3% on Friday, Jan. 3, ending a streak of five straight down days as stocks looked to regain their momentum to start the new trading year.",Yahoo,finnhub_news
244,190,2025,1,3,2025-01-03 22:29:07,"Canaccord boosts Tesla price target, calls 2025 'year of the robot'","Canaccord Genuity raised its price target on Tesla (TSLA) to $404 per share from $298, citing optimism over the company’s growth, including in its energy business and possible robotics venture. Market Domination hosts Josh Lipton and Josh Schafer note the firm remains bullish despite facing challenges and risks, such as potential EV tax credit reductions in the US and sluggish Full Self-Driving take rates. To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Josh Lynch",Yahoo,finnhub_news
245,191,2025,1,3,2025-01-03 22:19:00,"These Stocks Moved the Most Today: Tesla, U.S. Steel, Rivian, Nvidia, Carvana, Vistra, BUD, and More","Tesla stock rises after shares of the electric-vehicle maker tumbled following weaker-than-expected deliveries, Rivian surges as deliveries top estimates, and U.S. Steel declines as President Biden blocks the sale of the company to Japan’s Nippon Steel.",Yahoo,finnhub_news
246,192,2025,1,3,2025-01-03 22:16:00,"The Score: Boeing, Tesla, U.S. Steel and More Stocks That Defined the Week","A passenger plane in South Korea crashed on Dec. 29, killing nearly all of the 181 people on board, in one of the deadliest aviation disasters in recent years.  The U.S. National Transportation Safety Board said it was leading a team of American investigators—including representatives from the U.S. Federal Aviation Administration and  Boeing  —to assist South Korea’s officials in their probe.  The Boeing 737-800 suffered an apparent bird strike as it approached Muan International Airport, attempted to land at a high rate of speed without its landing gear down, slid off the runway and slammed into a concrete barrier.",Yahoo,finnhub_news
247,193,2025,1,3,2025-01-03 22:15:00,Tesla Stock Jumped After Analyst Price Target Increase. So Much for the Bear Market.,The shares dropped more than 6% to start a new year of trading after the company reported weaker-than-expected fourth-quarter deliveries.,Yahoo,finnhub_news
248,194,2025,1,3,2025-01-03 21:29:13,Why Tesla Stock Is Surging Today,"Tesla (NASDAQ: TSLA) stock is seeing strong bullish momentum in Friday's trading.  The electric vehicle (EV) company's share price was up 6.9% as of 3:15 p.m. ET amid the backdrop of a 1.2% gain for the S&P 500 index and a 1.7% gain for the Nasdaq Composite index.  In addition to bullish momentum for the broader market today, Tesla is gaining ground thanks to positive industry reports and analyst coverage.",Yahoo,finnhub_news
249,188,2025,1,3,2025-01-03 20:54:00,What Car Sales Can Tell Us About the U.S. Auto Market Right Now,"Demand for pickup trucks and hybrid vehicles helped automakers increase deliveries, but challenges loom for 2025.",Yahoo,finnhub_news
250,195,2025,1,3,2025-01-03 20:17:00,"Ford, GM Grew EV Sales Faster Than Tesla. What It Means for the Stocks.","Tesla  fourth-quarter sales didn’t live up to lofty expectations.  Ford Motor and General Motors on Friday reported their year-end U.S. delivery figures.  Ford stock was up 2.4% in afternoon trading, while the  and  were up 1.3% and 0.8%, respectively.",Yahoo,finnhub_news
251,196,2025,1,3,2025-01-03 19:41:44,"Consumer Discretionary, Technology Push US Equity Indexes Higher",US equity indexes rose midday Friday as consumer discretionary and technology topped sector charts w,Yahoo,finnhub_news
252,197,2025,1,3,2025-01-03 19:38:00,"Tesla trades more on 'tectonic' narratives, headlines: RBC analyst","Rivian (RIVN) shares surged by over 13% Friday morning — at the time of this video's posting in the afternoon, shares are currently up by over 22% — after beating fourth quarter EV delivery estimates: posting nearly 14,200 EVs during the fourth quarter and delivering nearly 51,580 electric trucks in 2024. On the other hand, Tesla (TSLA) saw a decline in its annual EV sales for the first time in over a decade. RBC Capital Markets Global Autos Analyst Tom Narayan joins the Morning Brief team to weigh in on the two electric automakers' recent performances. ""I think it's both of those may be overanalyzed a little too much,"" Narayan tells Brad Smith and Madison Mills. ""For the Rivian one, we knew the company told us that Q4 was going to be stronger than Q3, they had a supply issue in Q3. The Q4 delivery number was actually consistent with their guidance."" Narayan explains that while Tesla came out below consensus estimates, its EV delivery results were ""still a solid number,"" noting the company to have gotten a boost this past quarter amid conversations around the future of its full self-driving (FSD) capabilities. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here. This post was written by Josh Lynch",Yahoo,finnhub_news
253,198,2025,1,3,2025-01-03 19:10:08,Pop Goes The Tesla (Our Top Short For 2025),"Tesla announced its first YoY decline in vehicle sales, of just over 1%, well below 30-40% growth goals. Click here to find out why TSLA stock is a Strong Sell.",SeekingAlpha,finnhub_news
254,199,2025,1,3,2025-01-03 18:51:00,Tesla Stock Rises After Analyst Price Target Increase. So Much for the Bear Market.,The shares dropped more than 6% to start a new year of trading after the company reported weaker-than-expected fourth-quarter deliveries.,Yahoo,finnhub_news
255,200,2025,1,3,2025-01-03 18:43:00,"GM, Ford, Toyota Post U.S. Sales Gains in 2024",Demand for pickup trucks and hybrid vehicles helps automakers increase deliveries; challenges loom for ‘25.,Yahoo,finnhub_news
256,201,2025,1,3,2025-01-03 18:39:04,Rivian stock surges to start the year on better-than-expected EV deliveries,Rivian stock soared Friday after the electric truck maker reported better than expected vehicle sales for its quarter ending Dec. 31.,Yahoo,finnhub_news
257,202,2025,1,3,2025-01-03 18:34:42,Here's Why Lucid Stock Rose Again Today,"Shares of Lucid Group (NASDAQ: LCID) are rising sharply today.  While the electric vehicle (EV) maker hasn't yet released its own fourth-quarter production and delivery figures, data from its peers is giving investors reason to be optimistic.  Investors spent much of 2024 worrying that consumer demand for EVs was dropping.",Yahoo,finnhub_news
258,204,2025,1,3,2025-01-03 18:14:14,Why Tesla (TSLA) May Need To Stop Selling Cars To Hit $10k Per Share,"Wild price targets on Tesla stock aren’t uncommon. But no matter how ridiculous a price target some analysts set, the stock races up to reach it. A similar occurrence was observed when Alexandra Merz, CEO of L&F Services, came out with a price target of $10,000 on the stock! Strangely enough, this involves a scenario […]",Yahoo,finnhub_news
259,205,2025,1,3,2025-01-03 17:59:00,"Ford, GM Outgrew Tesla EV Sales. The Stocks Are Up.","Tesla  fourth-quarter sales didn’t live up to lofty expectations.  Ford Motor  and  General Motors  on Friday reported their year-end U.S. delivery figures.  Ford stock was up 0.7% in midday trading, while the  and  were up 0.7% and 0.5%, respectively.",Yahoo,finnhub_news
260,206,2025,1,3,2025-01-03 17:50:40,"FBI says suspect in Cybertruck blast had no animosity towards Trump, had PTSD",The FBI said on Friday that the suspect in the Tesla Cybertruck that exploded outside the Trump International Hotel in Las Vegas had no animosity towards President-elect Donald Trump and likely had...,Finnhub,finnhub_news
261,207,2025,1,3,2025-01-03 17:50:35,"Top Stock Movers Now: Tesla, Vistra, US Steel, and More","U.S. equities were higher at midday Friday, bouncing back from yesterday's selloff on optimism about growing demand for nuclear power and Tesla's recovery from its dip.",Yahoo,finnhub_news
262,208,2025,1,3,2025-01-03 17:43:50,Soldier who died in Las Vegas explosion left note saying it was to be a wakeup for country's ills,"A soldier who died in an explosion of a Tesla Cybertruck at the Trump hotel in Las Vegas left a note saying it was stunt to serve as “wakeup call” for the country’s ills, investigators said...",Finnhub,finnhub_news
263,209,2025,1,3,2025-01-03 17:40:05,GM vs. TSLA: Which Stock Should Value Investors Buy Now?,GM vs. TSLA: Which Stock Is the Better Value Option?,Yahoo,finnhub_news
264,210,2025,1,3,2025-01-03 17:39:26,"Ford EV sales surge by 38% in 2024, Q4 sales up 9%","Ford (F) shares tick up after reporting fourth quarter sales to have increased 9% year-over-year while US electric vehicle sales surged by 38% for the year. Catalysts host Madison Mills highlights Ford's latest sales figures after Tesla (TSLA) missed its own quarterly delivery estimates. To watch more expert insights and analysis on the latest market action, check out more Catalysts here. This post was written by Josh Lynch",Yahoo,finnhub_news
265,211,2025,1,3,2025-01-03 17:14:55,Stock Market Today: Indexes Close Near Session Highs As Nasdaq Rallies 1.8% (Live Coverage),Stock Market Today: Indexes Close Near Session Highs As Nasdaq Rallies 1.8% (Live Coverage),DowJones,finnhub_news
266,212,2025,1,3,2025-01-03 17:06:15,"EV Sales, Including Hybrids, Surge For Auto Giants Not Named Tesla","EV Sales, Including Hybrids, Surge For Auto Giants Not Named Tesla",DowJones,finnhub_news
267,213,2025,1,3,2025-01-03 17:00:00,Tesla Slips on Q4 Delivery Miss: ETFs in Focus,Tesla misses estimates for Q4 deliveries and sees the first year-over-year decline in deliveries for 2024.,Yahoo,finnhub_news
268,214,2025,1,3,2025-01-03 16:50:00,Pre-Markets in the Green on Last Day of the Week,Pre-Markets in the Green on Last Day of the Week,Yahoo,finnhub_news
269,215,2025,1,3,2025-01-03 16:41:39,"Nvidia stock jumps, leads 'Magnificent 7' gains to start 2025 after end-of-year tech sell-off",Nvidia stock led the so-called “Magnificent 7” tech stocks higher to start the year after a group-wide selloff in the last days of 2024.,Yahoo,finnhub_news
270,216,2025,1,3,2025-01-03 16:21:31,"Rivian (RIVN) Surges on Deliveries Beat, Positive News on Production Outlook","Rivian (RIVN) stock is rallying 19% this morning after the electric-vehicle maker reported that its fourth-quarter deliveries had exceeded the Street’s average estimate. Moreover, the automaker noted that a shortage of a part was no longer limiting its production capacity. Rivian’s higher-than-expected Q4 deliveries contrast favorably with those of Tesla (TSLA). Yesterday Elon Musk’s automaker […]",Yahoo,finnhub_news
271,217,2025,1,3,2025-01-03 16:21:00,Quiet Pre-Market Friday Ahead of Big Jobs Week,"Job gains over the past two months have been volatile, but the Unemployment Rate has remained fairly steady.",Yahoo,finnhub_news
272,218,2025,1,3,2025-01-03 16:07:00,Tesla Stock Is in a Bear Market. This Analyst Just Raised His Price Target.,The shares dropped more than 6% to start a new year of trading after the company reported weaker-than-expected fourth-quarter deliveries.,Yahoo,finnhub_news
273,219,2025,1,3,2025-01-03 15:28:05,Questions remain about soldier's motive in Cybertruck explosion outside Trump's Las Vegas hotel,Investigators know that a highly decorated Army soldier shot himself in the head inside a Tesla Cybertruck packed with fireworks just before it exploded outside Trump International Hotel in Las Vegas...,Finnhub,finnhub_news
274,220,2025,1,3,2025-01-03 14:58:06,New Orleans attack and Vegas explosion highlight extremist violence by active military and veterans,"While much remains unknown about the man who carried out an attack in New Orleans on New Year’s and another who died in an explosion in Las Vegas the same day, the violence highlights the increased...",Finnhub,finnhub_news
